0.43,-0.03,0.87,25.43,-1.79,60.06
0.25,-0.00,0.96,14.41,-0.20,73.18
-0.03,-0.00,1.04,-1.70,-0.09,90.00
-0.08,-0.00,0.99,-4.77,-0.08,81.14
-0.10,0.04,1.00,-5.64,2.05,86.98
-0.11,0.00,0.98,-6.46,0.13,79.77
-0.11,0.00,0.99,-6.22,0.06,80.49
-0.11,0.00,0.99,-6.33,0.01,80.16
-0.11,0.00,0.99,-6.21,0.13,80.43
-0.11,0.01,0.99,-6.31,0.36,80.06
-0.11,0.00,0.98,-6.41,0.19,79.81
-0.11,0.00,0.99,-6.32,0.15,80.18
-0.11,0.00,0.98,-6.32,0.18,79.33
-0.11,-0.00,0.99,-6.14,-0.19,80.31
-0.11,0.01,0.98,-6.05,0.39,79.15
0.05,-0.02,0.99,2.79,-1.08,83.64
0.33,0.03,0.93,19.27,1.51,68.37
0.36,0.02,0.91,20.90,0.90,64.92
0.36,0.03,0.93,21.02,1.96,67.83
0.36,0.03,0.92,21.18,1.55,66.31
0.37,0.02,0.90,21.55,1.28,64.66
0.40,0.01,0.89,23.37,0.39,63.20
0.40,0.02,0.90,23.85,0.97,63.78
0.40,0.03,0.90,23.37,1.45,64.54
0.40,0.01,0.87,23.36,0.59,60.68
0.39,0.03,0.89,23.20,1.51,62.99
0.42,0.02,0.89,24.59,1.09,63.35
0.42,0.01,0.89,25.01,0.56,62.56
0.41,0.01,0.88,24.48,0.44,61.79
0.26,0.02,0.97,15.00,0.92,75.02
-0.03,-0.02,1.02,-1.77,-0.92,90.00
-0.10,0.01,0.99,-5.83,0.35,81.77
-0.11,0.02,0.99,-6.10,1.04,81.63
-0.11,0.01,0.99,-6.58,0.49,80.21
-0.11,0.00,0.99,-6.28,0.25,80.51
-0.11,0.01,0.99,-6.28,0.30,80.33
-0.11,0.00,0.99,-6.25,0.25,80.68
-0.11,0.00,0.99,-6.22,0.24,80.16
-0.11,0.00,0.99,-6.25,0.23,80.25
-0.11,0.00,0.99,-6.44,0.22,80.88
-0.09,0.08,1.03,-5.04,4.51,90.00
-0.02,0.28,0.96,-1.01,16.00,73.55
-0.02,0.32,0.93,-1.12,18.37,67.87
-0.01,0.34,0.93,-0.75,20.13,68.87
-0.02,0.35,0.93,-0.97,20.51,68.42
-0.01,0.36,0.93,-0.63,21.19,67.81
-0.01,0.36,0.92,-0.51,20.83,66.55
-0.01,0.36,0.93,-0.54,21.03,68.85
-0.01,0.35,0.92,-0.51,20.63,67.44
-0.01,0.36,0.93,-0.47,21.03,67.75
-0.03,0.33,0.92,-1.44,19.55,66.29
0.01,0.16,0.97,0.64,9.11,75.55
-0.02,-0.01,0.97,-1.23,-0.29,75.06
-0.11,0.01,0.98,-6.16,0.42,79.28
-0.11,0.03,0.98,-6.21,1.54,79.24
-0.10,0.01,0.99,-6.00,0.55,80.29
-0.11,0.01,0.99,-6.09,0.59,80.70
-0.11,0.01,0.98,-6.13,0.50,79.94
-0.11,0.01,0.99,-6.21,0.48,80.77
-0.12,0.03,0.98,-7.07,1.74,78.79
-0.04,0.05,0.96,-2.05,2.91,74.12
0.19,0.04,0.96,10.70,2.10,73.75
0.29,0.05,0.94,16.96,2.72,69.43
